rank,CompanyNumber,CompanyName,score
1,07603206,ASH15 LTD,0.924467473259121
2,SC845423,LADA.AI LTD,0.9161933840127097
3,16385990,JOBS UK HELPING YOU ACHIEVE YOUR GOALS LTD,0.9161933840127097
4,16387759,FAD SRL LTD,0.9161933840127097
5,16387765,DHANU IT SOLUTIONS LTD,0.9161933840127097
6,16389331,MAAL ACADEMY LTD,0.9161933840127097
7,SC845397,OBOBO LTD,0.9161933840127097
8,16384510,STANKNETIC LTD,0.9161933840127097
9,16385419,HEXNOVA LTD,0.9161933840127097
10,SC845366,DIGIFINITY LTD,0.9161933840127097
11,16385728,HALIFAX RECRUITMENT LTD,0.9161933840127097
12,16387479,FUNZPAYMENT LTD,0.9161933840127097
13,16388001,BRIDGADS LTD,0.9161933840127097
14,16389695,CCW CONS LIMITED,0.9161933840127097
15,16389867,MOTECH GROUP LTD,0.9161933840127097
16,16384741,ATMOS SUPPLY LIMITED,0.9161933840127097
17,16385301,GLOBAL POSTGRADUATE EDUCATION ALLIANCE,0.9161933840127097
18,16389998,CLOWNS ENTERTAINMENTS LTD,0.9161933840127097
19,16390567,N KAUR CONSULTANCY LTD,0.9161933840127097
20,16392997,PINNACLE-CONSULTANCY BUSINESS LIMITED,0.9161933840127097
21,16391425,SAIRUS LTD,0.9161933840127097
22,16392789,VERICHAINX TECH LTD,0.9161933840127097
23,16388591,RVCK LTD,0.9161933840127097
24,16391407,FIGONDTECH LTD,0.9161933840127097
25,16389746,SAHITHI LIMITED,0.9161933840127097
26,16391036,NUMBER CORPORATION LIMITED,0.9161933840127097
27,16384481,BEYONDTHEORY TECHNOLOGIES LTD,0.9161933840127097
28,16384791,UPTIMEASE LTD,0.9161933840127097
29,16386465,RIZMOS LTD,0.9161933840127097
30,16390029,NESTABLE TECHNOLOGIES LIMITED,0.9161933840127097
31,16393118,CRYPTORIA SYSTEMS LTD,0.9161933840127097
32,16386302,DROPPSO LTD,0.9161933840127097
33,16389126,ENGAGE AND MONETISE LIMITED,0.9161933840127097
34,16389142,ITERATIVE IMPACT LTD,0.9161933840127097
35,16389178,AURORA TELEPATHY LIMITED,0.9161933840127097
36,16390605,PROTECH INSIGHTS LTD,0.9161933840127097
37,16385441,BEKZAT TECH LTD,0.9161933840127097
38,16384583,STYLESACK UK LIMITED,0.9161933840127097
39,16388582,SHEPHERDSTACK LTD,0.9161933840127097
40,16388817,SANIA DIGITAL SERVICES LTD,0.9161933840127097
41,16389053,DAXIRUSH LTD,0.9161933840127097
42,16384388,KEYSSETECH LTD,0.9161933840127097
43,16386444,FURYON CONSULTING LTD,0.9161933840127097
44,16387843,ZINATITECH LTD,0.9161933840127097
45,16387839,SHENGXING CULTURE MEDIA LTD,0.9161933840127097
46,16385443,DONBRI CONSULTING LTD,0.9161933840127097
47,16385546,TADWALA LIMITED,0.9161933840127097
48,16392418,ELEVARE AFRICA LIMITED,0.9161933840127097
49,16386983,NEPTUNE PULSE LTD,0.9161933840127097
50,16389255,THINK DATA MIGRATION SOLUTIONS LTD,0.9161933840127097
51,16387646,AMJEO LTD,0.9161933840127097
52,16389526,ITL IINSTITUTI LTD,0.9161933840127097
53,16392251,TIGER HOLDINGS LTD,0.9161933840127097
54,16385759,ITL ENSTITUTE LTD,0.9161933840127097
55,16390615,JPA IT SOLUTIONS LIMITED,0.9161933840127097
56,16386776,HYPERRING ALLIANCE LTD,0.9161933840127097
57,16389363,HOSTIMATIC LTD,0.9161933840127097
58,SC845412,JGCK LIMITED,0.9161933840127097
59,16390646,JOBS UK MAKE IT EASY LTD,0.9161933840127097
60,16385835,PRIVATE AI SYSTEMS LTD,0.9161933840127097
61,16389516,PUREPLAYERS AGENCY LTD,0.9161933840127097
62,16385638,TAMAI TECHNOLOGIES LTD,0.9161933840127097
63,16386398,LETSTALKFRIEND LIMITED,0.9161933840127097
64,16386913,FUNKY CART LTD,0.9161933840127097
65,16385534,MK LABS LTD,0.9161933840127097
66,16386849,ALINAPARKERRVLT LTD,0.9161933840127097
67,16389882,THL GLOBAL INNOVATIONS LTD,0.9161933840127097
68,16391165,DADI ANALYTICS LTD,0.9161933840127097
69,16386990,GC & C GROUP LIMITED,0.9161933840127097
70,SC845100,NEXDUNE LIMITED,0.9161933840127097
71,16385080,DIGITALS SOLUTIONS LTD,0.9161933840127097
72,16388374,PCKEY GLOBAL SOLUTIONS LTD,0.9161933840127097
73,16385444,CREATIVE WEB EXPERT LIMITED,0.9161933840127097
74,16388839,GPB ANALYSIS LTD,0.9161933840127097
75,16390236,SERVPULSE LTD,0.9161933840127097
76,16391550,FORRUNNER LTD,0.9161933840127097
77,SC845213,IVELOP X LTD,0.9161933840127097
78,16386159,CRYPSISCYBERTECH LTD,0.9161933840127097
79,16387660,SBUSSHOP LTD,0.9161933840127097
80,16391017,BUZZFINCHTECH LTD,0.9161933840127097
81,16392346,NODEFLOW AI LIMITED,0.9161933840127097
82,16386374,NAZBEE GROUP LIMITED,0.9161933840127097
83,16390439,SCALING EDGE AI LTD,0.9161933840127097
84,16385366,CVMASTERMIND LIMITED,0.9161933840127097
85,16385860,OBLIVIONCORE LTD,0.9161933840127097
86,16392147,BLUE FABRIC LTD,0.9161933840127097
87,16387792,COINAREA IO LTD,0.9161933840127097
88,16387942,ENERGY NETWORK TECHNOLOGY LTD,0.9161933840127097
89,16386806,PRIVATE SECURE AI LTD,0.9161933840127097
90,16389397,2E CONSULTING LTD,0.9161933840127097
91,16390851,PLAYALOPETECH LTD,0.9161933840127097
92,16391919,PARTNERS AND COMPANY GROUP LTD,0.9161933840127097
93,16384548,SDP DIGITAL LTD,0.9161933840127097
94,16392057,SK NEXUS LTD,0.9161933840127097
95,16387533,LOUDTECH LIMITED,0.9161933840127097
96,16391460,GEWU LTD,0.9161933840127097
97,16390539,ORBINEX VAULT LTD,0.9161933840127097
98,16392947,ARDOUSCORP LTD,0.9161933840127097
99,16391130,RICHARDSON INTELLIGENT SYSTEMS LTD,0.9161933840127097
100,16392622,CHICOSA LIMITED,0.9161933840127097
