CompanyNumber,tm_has_any,tm_count_total,tm_count_12m,tm_first_date,tm_latest_date,tm_days_since_latest,tm_value_total,tm_value_max,tm_value_count,tm_types,tm_match_method,tm_max_confidence,tm_min_confidence
00008848,1,8,0,1989-09-29,2014-12-05,4256,8.0,1.0,8,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00009433,1,11,0,1992-06-13,2015-11-20,3906,11.0,1.0,11,trademark_registered,name_postcode_area,0.85,0.85
00013067,1,12,0,1953-06-09,2016-10-11,3580,12.0,1.0,12,trademark_dead|trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00019802,1,30,0,1962-03-23,2004-12-09,7904,30.0,1.0,30,trademark_dead|trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00024511,1,1,0,1988-10-03,1988-10-03,13815,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
00026018,1,339,0,1876-03-08,2017-06-30,3318,339.0,1.0,339,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00026233,1,17,0,1914-04-24,2016-11-23,3537,17.0,1.0,17,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00026306,1,10,0,1982-10-09,2010-06-02,5903,10.0,1.0,10,trademark_registered,name_postcode_area,0.85,0.85
00027657,1,1477,0,1885-08-24,2018-01-16,3118,1477.0,1.0,1477,trademark_dead|trademark_examination|trademark_expired|trademark_refused|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00028073,1,3,0,2010-04-24,2012-07-19,5125,3.0,1.0,3,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00029043,1,1,0,2002-12-23,2002-12-23,8621,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00030037,1,1,0,1967-05-17,1967-05-17,21625,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00030177,1,44,0,1883-01-30,2017-08-21,3266,44.0,1.0,44,trademark_dead|trademark_expired|trademark_opposed|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00030226,1,15,0,1993-04-26,2017-10-24,3202,15.0,1.0,15,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00030635,1,3,0,1993-06-03,2017-02-17,3451,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00031114,1,30,0,1991-10-03,2017-12-14,3151,30.0,1.0,30,trademark_application_published|trademark_dead|trademark_opposed|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00031942,1,7,0,1979-10-10,2002-01-12,8966,7.0,1.0,7,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00033672,1,36,0,1928-10-23,1998-04-07,10342,36.0,1.0,36,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00035630,1,1,0,2015-01-05,2015-01-05,4225,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00036721,1,28,0,1907-07-05,1998-09-09,10187,28.0,1.0,28,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00037545,1,2,0,1970-10-09,1989-10-07,13446,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00039091,1,3,0,1993-04-23,2013-10-23,4664,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
00041424,1,4174,0,1876-01-03,2018-01-11,3123,4174.0,1.0,4174,trademark_application_published|trademark_cancelled|trademark_dead|trademark_examination|trademark_expired|trademark_refused|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00041495,1,131,0,1907-07-22,2018-01-15,3119,131.0,1.0,131,trademark_application_published|trademark_dead|trademark_examination|trademark_expired|trademark_refused|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00042342,1,7,0,2015-10-13,2017-09-27,3229,7.0,1.0,7,trademark_application_published|trademark_registered,name_postcode_area,0.85,0.85
00043081,1,7,0,1933-01-24,2013-07-02,4777,7.0,1.0,7,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00043694,1,2,0,2016-07-01,2016-07-01,3682,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00045024,1,6,0,1951-03-08,1988-07-12,13898,6.0,1.0,6,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00047601,1,10,0,1994-11-19,2017-05-19,3360,10.0,1.0,10,trademark_registered,name_postcode_area,0.85,0.85
00051456,1,36,0,1933-04-19,2016-12-14,3516,36.0,1.0,36,trademark_dead|trademark_expired|trademark_merged|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00051908,1,4,0,1973-11-01,2012-11-27,4994,4.0,1.0,4,trademark_registered,name_postcode_area,0.85,0.85
00052457,1,1,0,2009-08-20,2009-08-20,6189,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00052962,1,1,0,2012-06-27,2012-06-27,5147,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00053723,1,16,0,1995-10-02,2017-09-14,3242,16.0,1.0,16,trademark_application_published|trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00055762,1,23,0,1908-12-31,2017-03-30,3410,23.0,1.0,23,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00055930,1,2,0,2017-05-25,2017-05-25,3354,2.0,1.0,2,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00057696,1,104,0,1881-08-26,2017-06-27,3321,104.0,1.0,104,trademark_dead|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00058528,1,1,0,2005-11-09,2005-11-09,7569,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00059058,1,1,0,1989-05-17,1989-05-17,13589,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
00060275,1,7,0,1975-08-08,2009-08-20,6189,7.0,1.0,7,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00063230,1,49,0,1902-01-29,2015-01-05,4225,49.0,1.0,49,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00064795,1,40,0,1994-03-17,2010-05-13,5923,40.0,1.0,40,trademark_dead|trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00065337,1,2,0,1990-01-09,1996-11-19,10846,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00065418,1,15,0,1876-03-04,1997-12-19,10451,15.0,1.0,15,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00065805,1,40,0,1921-08-03,2017-08-24,3263,40.0,1.0,40,trademark_application_published|trademark_dead|trademark_merged|trademark_registered,name_postcode_area,0.85,0.85
00066471,1,8,0,1950-01-30,2017-01-26,3473,8.0,1.0,8,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00066594,1,26,0,1983-05-09,2016-11-24,3536,26.0,1.0,26,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00066664,1,17,0,1929-02-28,2016-04-13,3761,17.0,1.0,17,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00067025,1,6,0,2005-02-08,2015-05-05,4105,6.0,1.0,6,trademark_registered,name_postcode_area,0.85,0.85
00067442,1,5,0,1934-02-07,2017-04-27,3382,5.0,1.0,5,trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00068496,1,1,0,1977-05-24,1977-05-24,17965,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
00068499,1,37,0,1906-04-09,2002-11-23,8651,37.0,1.0,37,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00068576,1,20,0,1937-08-05,2009-10-14,6134,20.0,1.0,20,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00070718,1,1,0,2016-08-26,2016-08-26,3626,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00071430,1,46,0,1911-05-29,2014-03-21,4515,46.0,1.0,46,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00071835,1,3,0,1876-02-02,1989-01-11,13715,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
00072349,1,15,0,1925-09-22,2009-10-06,6142,15.0,1.0,15,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00073258,1,2,0,2014-09-26,2014-09-26,4326,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00073700,1,47,0,1958-09-02,2000-02-03,9675,47.0,1.0,47,trademark_dead,name_postcode_area,0.85,0.85
00073961,1,1,0,2006-11-22,2006-11-22,7191,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00074096,1,36,0,1926-07-17,2017-11-01,3194,36.0,1.0,36,trademark_dead|trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00074666,1,2,0,1992-09-16,2002-07-27,8770,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00075016,1,15,0,1885-05-20,2011-08-24,5455,15.0,1.0,15,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00076928,1,1,0,2007-10-13,2007-10-13,6866,1.0,1.0,1,trademark_expired,name_postcode_area,0.85,0.85
00079590,1,111,0,1947-05-23,2017-11-30,3165,111.0,1.0,111,trademark_application_published|trademark_dead|trademark_examination|trademark_expired|trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00080026,1,2,0,1975-10-21,2015-10-21,3936,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00080715,1,40,0,1908-09-25,2016-12-06,3524,40.0,1.0,40,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00081701,1,46,0,1985-09-11,2013-06-13,4796,46.0,1.0,46,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00082948,1,2,0,2014-03-20,2017-08-24,3263,2.0,1.0,2,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00083405,1,3,0,2013-08-14,2016-07-07,3676,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
00083758,1,345,0,1876-06-29,1997-05-02,10682,345.0,1.0,345,trademark_dead|trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00084121,1,295,0,1936-04-03,2017-01-25,3474,295.0,1.0,295,trademark_application_published|trademark_dead|trademark_examination|trademark_expired|trademark_refused|trademark_registered|trademark_removed|trademark_surrendered|trademark_withdrawn,name_postcode_area,0.85,0.85
00084170,1,4,0,1993-07-14,2015-10-22,3935,4.0,1.0,4,trademark_registered,name_postcode_area,0.85,0.85
00084301,1,18,0,1924-03-05,2005-10-12,7597,18.0,1.0,18,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00086011,1,18,0,1985-10-12,2006-04-08,7419,18.0,1.0,18,trademark_dead,name_postcode_area,0.85,0.85
00086040,1,2,0,2009-04-15,2010-03-08,5989,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00087249,1,7,0,2001-05-17,2014-01-29,4566,7.0,1.0,7,trademark_registered,name_postcode_area,0.85,0.85
00088368,1,5,0,1945-05-16,2018-01-10,3124,5.0,1.0,5,trademark_dead|trademark_examination|trademark_registered,name_postcode_area,0.85,0.85
00088544,1,4,0,2008-02-29,2015-02-18,4181,4.0,1.0,4,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00090279,1,6,0,1988-03-31,1996-10-10,10886,6.0,1.0,6,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00091335,1,1,0,1997-04-25,1997-04-25,10689,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00091528,1,220,0,1877-06-29,2001-10-10,9060,220.0,1.0,220,trademark_dead|trademark_removed,name_postcode_area,0.85,0.85
00091553,1,1,0,1964-11-12,1964-11-12,22541,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00091580,1,1,0,1986-09-30,1986-09-30,14549,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00093994,1,285,0,1915-07-19,2017-10-20,3206,285.0,1.0,285,trademark_application_published|trademark_dead|trademark_expired|trademark_merged|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00094366,1,4,0,1939-04-27,1977-09-08,17858,4.0,1.0,4,trademark_dead,name_postcode_area,0.85,0.85
00098276,1,5,0,1876-06-30,1991-03-21,12916,5.0,1.0,5,trademark_dead,name_postcode_area,0.85,0.85
00098381,1,43,0,1913-08-07,1997-01-18,10786,43.0,1.0,43,trademark_dead|trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00098663,1,1,0,1990-06-14,1990-06-14,13196,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
00098677,1,99,0,1919-07-28,2017-12-13,3152,99.0,1.0,99,trademark_application_published|trademark_dead|trademark_expired|trademark_merged|trademark_registered,name_postcode_area,0.85,0.85
00099122,1,27,0,1987-01-09,2004-12-14,7899,27.0,1.0,27,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00100674,1,247,0,1920-05-12,1995-12-13,11188,247.0,1.0,247,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00102498,1,606,0,1886-08-31,2017-11-14,3181,606.0,1.0,606,trademark_application_published|trademark_dead|trademark_expired|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00104785,1,1,0,1976-03-22,1976-03-22,18393,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00105591,1,57,0,1905-07-05,1991-11-09,12683,57.0,1.0,57,trademark_dead,name_postcode_area,0.85,0.85
00105680,1,2,0,2000-09-09,2012-02-06,5289,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00105898,1,2,0,1946-03-19,1970-01-05,20661,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00106624,1,1,0,2011-02-07,2011-02-07,5653,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00106879,1,17,0,1913-02-08,1992-09-30,12357,17.0,1.0,17,trademark_dead,name_postcode_area,0.85,0.85
00107021,1,84,0,1949-01-28,2018-01-24,3110,84.0,1.0,84,trademark_dead|trademark_examination|trademark_expired|trademark_merged|trademark_refused|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00107202,1,9,0,1979-10-22,1990-02-02,13328,9.0,1.0,9,trademark_dead,name_postcode_area,0.85,0.85
00109847,1,6,0,1974-11-27,2004-08-04,8031,6.0,1.0,6,trademark_dead,name_postcode_area,0.85,0.85
00110186,1,4,0,1937-10-04,1971-08-10,20079,4.0,1.0,4,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00110875,1,4,0,1960-12-29,1996-03-30,11080,4.0,1.0,4,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00111232,1,5,0,1971-09-06,2010-09-13,5800,5.0,1.0,5,trademark_registered,name_postcode_area,0.85,0.85
00111524,1,2,0,2000-06-03,2000-06-03,9554,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00111927,1,2,0,1977-07-29,2007-06-27,6974,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00112075,1,122,0,1898-07-26,2015-11-10,3916,122.0,1.0,122,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00112626,1,3,0,1992-08-24,1992-08-24,12394,3.0,1.0,3,trademark_dead,name_postcode_area,0.85,0.85
00112990,1,3,0,2010-01-05,2016-12-23,3507,3.0,1.0,3,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00115834,1,56,0,1927-09-26,2016-04-05,3769,56.0,1.0,56,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00117971,1,2,0,1973-09-26,1982-05-11,16152,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00118112,1,2,0,1990-07-13,2010-12-03,5719,2.0,1.0,2,trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00119616,1,3,0,2007-10-31,2014-02-05,4559,3.0,1.0,3,trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00124201,1,69,0,1915-05-01,2017-11-17,3178,69.0,1.0,69,trademark_application_published|trademark_dead|trademark_examination|trademark_refused|trademark_registered|trademark_removed|trademark_surrendered|trademark_withdrawn,name_postcode_area,0.85,0.85
00124503,1,6,0,1988-04-22,2013-04-09,4861,6.0,1.0,6,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00125406,1,2,0,1967-10-31,2013-10-02,4685,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00125575,1,7,0,2011-06-15,2016-09-29,3592,7.0,1.0,7,trademark_registered,name_postcode_area,0.85,0.85
00126186,1,22,0,1895-01-07,2015-12-09,3887,22.0,1.0,22,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00126674,1,10,0,1920-10-29,2017-02-14,3454,10.0,1.0,10,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00128533,1,1,0,2006-06-24,2006-06-24,7342,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
00129649,1,2,0,1976-03-23,2006-11-10,7203,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00130013,1,23,0,1900-11-27,2014-06-30,4414,23.0,1.0,23,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00130034,1,3,0,1976-06-23,1976-06-23,18300,3.0,1.0,3,trademark_dead,name_postcode_area,0.85,0.85
00132250,1,2,0,2015-05-01,2015-05-01,4109,2.0,1.0,2,trademark_refused|trademark_registered,name_postcode_area,0.85,0.85
00133025,1,3,0,1985-07-04,2014-03-18,4518,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00133143,1,9,0,1938-10-31,2009-01-21,6400,9.0,1.0,9,trademark_registered,name_postcode_area,0.85,0.85
00135476,1,15,0,1968-03-26,2011-01-31,5660,15.0,1.0,15,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00135590,1,5,0,1985-05-15,1998-08-06,10221,5.0,1.0,5,trademark_registered,name_postcode_area,0.85,0.85
00135633,1,7,0,1996-02-13,2006-05-26,7371,7.0,1.0,7,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00135728,1,8,0,2007-10-24,2011-03-29,5603,8.0,1.0,8,trademark_registered,name_postcode_area,0.85,0.85
00136547,1,6,0,1958-03-25,1987-02-06,14420,6.0,1.0,6,trademark_dead,name_postcode_area,0.85,0.85
00137350,1,34,0,1905-07-01,2014-09-24,4328,34.0,1.0,34,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00137552,1,3,0,1988-01-16,1988-01-16,14076,3.0,1.0,3,trademark_dead,name_postcode_area,0.85,0.85
00137671,1,13,0,1929-11-18,2014-03-26,4510,13.0,1.0,13,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00138256,1,90,0,1876-06-29,2017-09-28,3228,90.0,1.0,90,trademark_dead|trademark_expired|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00138853,1,7,0,1972-03-01,1999-08-13,9849,7.0,1.0,7,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00139731,1,4,0,1983-09-05,2000-05-22,9566,4.0,1.0,4,trademark_dead,name_postcode_area,0.85,0.85
00139866,1,6,0,1954-01-26,1994-01-22,11878,6.0,1.0,6,trademark_registered,name_postcode_area,0.85,0.85
00140269,1,11,0,1957-01-09,2000-03-02,9647,11.0,1.0,11,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00140423,1,5,0,1967-02-09,1988-07-02,13908,5.0,1.0,5,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00144119,1,4,0,1916-11-15,1993-09-29,11993,4.0,1.0,4,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00144133,1,35,0,1899-03-13,2013-08-10,4738,35.0,1.0,35,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00144766,1,3,0,1917-02-23,1975-06-24,18665,3.0,1.0,3,trademark_dead,name_postcode_area,0.85,0.85
00144973,1,101,0,1876-02-28,2016-07-27,3656,101.0,1.0,101,trademark_dead|trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00145428,1,2,0,2015-12-03,2017-01-05,3494,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00145824,1,4,0,1949-12-21,1998-11-03,10132,4.0,1.0,4,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00146113,1,1,0,2006-02-23,2006-02-23,7463,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00146517,1,1,0,2017-05-18,2017-05-18,3361,1.0,1.0,1,trademark_refused,name_postcode_area,0.85,0.85
00147014,1,3,0,1993-06-29,1994-03-22,11819,3.0,1.0,3,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00148700,1,27,0,1928-03-08,2011-07-22,5488,27.0,1.0,27,trademark_dead|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00149360,1,1,0,2006-10-30,2006-10-30,7214,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00149435,1,251,0,1892-07-02,2017-10-20,3206,251.0,1.0,251,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00150264,1,6,0,2017-04-03,2017-04-03,3406,6.0,1.0,6,trademark_registered,name_postcode_area,0.85,0.85
00150832,1,245,0,1894-04-14,2017-12-11,3154,245.0,1.0,245,trademark_dead|trademark_examination|trademark_expired|trademark_opposed|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00151276,1,2,0,2016-01-08,2016-02-15,3819,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00153026,1,13,0,1999-03-25,2015-11-10,3916,13.0,1.0,13,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00153142,1,2,0,1999-09-13,1999-09-13,9818,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
00153475,1,18,0,1939-06-15,1999-12-03,9737,18.0,1.0,18,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00154159,1,189,0,1939-06-22,2017-10-05,3221,189.0,1.0,189,trademark_dead|trademark_expired|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00155113,1,1,0,1982-11-12,1982-11-12,15967,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
00155256,1,1253,0,1885-08-12,2017-12-05,3160,1253.0,1.0,1253,trademark_application_published|trademark_dead|trademark_expired|trademark_opposed|trademark_refused|trademark_registered|trademark_removed|trademark_surrendered|trademark_withdrawn,name_postcode_area,0.85,0.85
00156022,1,6,0,2011-04-21,2017-11-08,3187,6.0,1.0,6,trademark_application_published|trademark_examination|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00159061,1,1,0,1990-03-21,1990-03-21,13281,1.0,1.0,1,trademark_removed,name_postcode_area,0.85,0.85
00159177,1,1,0,2015-08-04,2015-08-04,4014,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00162115,1,3,0,2010-11-05,2011-03-21,5611,3.0,1.0,3,trademark_registered,name_postcode_area,0.85,0.85
00162273,1,23,0,1912-03-22,2017-06-30,3318,23.0,1.0,23,trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00162382,1,7,0,1922-06-22,1980-05-14,16879,7.0,1.0,7,trademark_dead,name_postcode_area,0.85,0.85
00162480,1,2,0,1957-09-20,1966-02-09,22087,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
00162636,1,164,0,1909-07-23,2017-05-05,3374,164.0,1.0,164,trademark_dead|trademark_merged|trademark_opposed|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00162914,1,4,0,1925-06-30,2016-08-19,3633,4.0,1.0,4,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00162988,1,198,0,1922-10-11,2016-07-22,3661,198.0,1.0,198,trademark_dead|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00163292,1,39,0,1928-09-15,2013-02-26,4903,39.0,1.0,39,trademark_dead|trademark_expired|trademark_registered|trademark_removed,name_postcode_area,0.85,0.85
00163992,1,4,0,1994-12-03,1995-07-13,11341,4.0,1.0,4,trademark_registered,name_postcode_area,0.85,0.85
00164640,1,25,0,1916-10-26,2015-02-13,4186,25.0,1.0,25,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00165400,1,6,0,2004-03-23,2015-01-28,4202,6.0,1.0,6,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00165864,1,4,0,1927-05-07,1975-06-24,18665,4.0,1.0,4,trademark_registered,name_postcode_area,0.85,0.85
00166096,1,5,0,1972-10-26,1973-10-18,19279,5.0,1.0,5,trademark_dead,name_postcode_area,0.85,0.85
00167542,1,1,0,2009-05-29,2009-05-29,6272,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00167743,1,2,0,1970-10-13,1970-10-13,20380,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
00167927,1,1,0,1924-01-31,1924-01-31,37437,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00169676,1,2,0,1972-08-02,2000-08-08,9488,2.0,1.0,2,trademark_registered,name_postcode_area,0.85,0.85
00170008,1,6,0,1986-12-19,1989-05-04,13602,6.0,1.0,6,trademark_dead|trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00170679,1,71,0,1922-03-20,2017-12-08,3157,71.0,1.0,71,trademark_application_published|trademark_dead|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00171167,1,6,0,1971-12-31,2016-07-01,3682,6.0,1.0,6,trademark_registered,name_postcode_area,0.85,0.85
00171578,1,5,0,1959-05-12,2002-02-21,8926,5.0,1.0,5,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00172097,1,3,0,1990-07-04,1990-07-04,13176,3.0,1.0,3,trademark_dead,name_postcode_area,0.85,0.85
00173274,1,2,0,1961-04-25,1987-12-07,14116,2.0,1.0,2,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00173768,1,10,0,1988-08-08,2017-08-22,3265,10.0,1.0,10,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00174158,1,2,0,1886-04-02,1892-06-24,48979,2.0,1.0,2,trademark_dead,name_postcode_area,0.85,0.85
00174473,1,1,0,1959-09-29,1959-09-29,24412,1.0,1.0,1,trademark_dead,name_postcode_area,0.85,0.85
00174706,1,46,0,1964-05-01,2017-07-20,3298,46.0,1.0,46,trademark_application_published|trademark_registered,name_postcode_area,0.85,0.85
00176992,1,50,0,1906-03-27,2016-12-15,3515,50.0,1.0,50,trademark_dead|trademark_registered|trademark_removed|trademark_withdrawn,name_postcode_area,0.85,0.85
00178711,1,8,0,1954-03-04,1992-04-11,12529,8.0,1.0,8,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00179707,1,11,0,1932-01-14,1997-08-13,10579,11.0,1.0,11,trademark_expired|trademark_registered,name_postcode_area,0.85,0.85
00180630,1,15,0,1889-05-16,2012-01-26,5300,15.0,1.0,15,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00181002,1,10,0,1909-12-22,2016-08-30,3622,10.0,1.0,10,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
00182757,1,23,0,2002-08-13,2016-06-01,3712,23.0,1.0,23,trademark_refused|trademark_registered|trademark_withdrawn,name_postcode_area,0.85,0.85
00183397,1,1,0,1987-01-05,1987-01-05,14452,1.0,1.0,1,trademark_registered,name_postcode_area,0.85,0.85
00185693,1,19,0,1953-08-17,2004-08-13,8022,19.0,1.0,19,trademark_dead|trademark_registered,name_postcode_area,0.85,0.85
